,Name,Artist,Features,Streams,Week
13469,Filthy,Justin Timberlake,,2448004,2018-01-26
13470,I Miss You ,Clean Bandit,Julia Michaels,2439132,2018-01-26
13471,Shape of You,Ed Sheeran,,2417657,2018-01-26
13472,DNA.,Kendrick Lamar,,2413832,2018-01-26
13473,Ice Tray,Quality Control,,2386639,2018-01-26
13474,i Shyne,Carnage,,2380130,2018-01-26
13475,Saint,Huncho Jack,,2349873,2018-01-26
13476,The Greatest Show,Hugh Jackman,,2346358,2018-01-26
13477,GUMMO,6ix9ine,,2321459,2018-01-26
13478,Go Flex,Post Malone,,2304879,2018-01-26
13479,Ghostface Killers,21 Savage,,2249597,2018-01-26
13480,Believer,Imagine Dragons,,2240847,2018-01-26
13481,Never Enough,Loren Allred,,2194774,2018-01-26
13482,Feel It Still,Portugal. The Man,,2163257,2018-01-26
13483,New Freezer ,Rich The Kid,Kendrick Lamar,2141391,2018-01-26
13484,A Million Dreams,Ziv Zaifman,,2137680,2018-01-26
13485,Échame La Culpa,Luis Fonsi,,2087060,2018-01-26
13486,Spotlight,Marshmello,,2077609,2018-01-26
13487,Redbone,Childish Gambino,,2077538,2018-01-26
13488,Marry Me,Thomas Rhett,,2074747,2018-01-26
13489,Rake It Up,Yo Gotti,,2044080,2018-01-26
13490,The Other Side,Hugh Jackman,,2031305,2018-01-26
13491,Love Galore ,SZA,Travis Scott,2024886,2018-01-26
13492,Passionfruit,Drake,,2022575,2018-01-26
13493,How Long,Charlie Puth,,2001595,2018-01-26
13494,Magnolia,Playboi Carti,,1988822,2018-01-26
13495,Losin Control,Russ,,1984330,2018-01-26
13496,Mask Off,Future,,1977911,2018-01-26
13497,White Iverson,Post Malone,,1976456,2018-01-26
13498,Designer,Lil Pump,,1975069,2018-01-26
13499,Relationship ,Young Thug,Future,1945076,2018-01-26
13500,Supplies,Justin Timberlake,,1933363,2018-01-26
13501,The Weekend - Funk Wav Remix,SZA,,1928280,2018-01-26
13502,Sensualidad,Bad Bunny,,1918966,2018-01-26
13503,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,,1896128,2018-01-26
13504,Attention,Charlie Puth,,1886623,2018-01-26
13505,It's A Vibe,2 Chainz,,1883627,2018-01-26
13506,Bad and Boujee ,Migos,Lil Uzi Vert,1871870,2018-01-26
13507,Tip Toe ,Jason Derulo,French Montana,1858535,2018-01-26
13508,Say You Won't Let Go,James Arthur,,1847593,2018-01-26
13509,What Ifs,Kane Brown,,1811979,2018-01-26
13510,Transportin',Kodak Black,,1810801,2018-01-26
13511,Capital Letters,Hailee Steinfeld,,1809051,2018-01-26
13512,Everybody Dies In Their Nightmares,XXXTENTACION,,1797447,2018-01-26
13513,Sauce It Up,Lil Uzi Vert,,1793913,2018-01-26
13514,Bounce Back,Big Sean,,1790624,2018-01-26
13515,Body Like A Back Road,Sam Hunt,,1788964,2018-01-26
13516,iSpy ,KYLE,Lil Yachty,1771558,2018-01-26
13517,Strip That Down,Liam Payne,,1765513,2018-01-26
13518,That's What I Like,Bruno Mars,,1758419,2018-01-26
13519,The Weekend,SZA,,1742265,2018-01-26
13520,I Like Me Better,Lauv,,1739739,2018-01-26
13521,Fake Love,Drake,,1728241,2018-01-26
13522,do re mi,blackbear,,1726048,2018-01-26
13523,Go Legend (& Metro Boomin),Big Sean,,1724789,2018-01-26
13524,Tunnel Vision,Kodak Black,,1720324,2018-01-26
13525,Crew ,GoldLink,"Brent Faiyaz, Shy Glizzy",1715846,2018-01-26
13526,Home ,"Machine Gun Kelly, Machine Gun Kelly, X Ambassadors, Bebe Rexha, Machine Gun Kelly, X Ambassadors, Bebe Rexha",,1704784,2018-01-26
13527,No Role Modelz,J. Cole,,1670716,2018-01-26
13528,MIC Drop ,BTS,Desiigner,1667116,2018-01-26
13529,The Race,Tay-K,,1662787,2018-01-26
13530,Despacito - Remix,Luis Fonsi,,1662674,2018-01-26
13531,Dubai Shit,Huncho Jack,,1658072,2018-01-26
13532,I'm the One ,DJ Khaled,"Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",1650425,2018-01-26
13533,Come Alive,Hugh Jackman,,1647735,2018-01-26
13534,Dusk Till Dawn - Radio Edit,ZAYN,,1645271,2018-01-26
13535,Love Scars,Trippie Redd,,1637513,2018-01-26
13536,Plain Jane REMIX,A$AP Ferg,,1637027,2018-01-26
13537,Miss You ,"Cashmere Cat, Major Lazer, Tory Lanez, Major Lazer, Tory Lanez",,1625578,2018-01-26
13538,KOODA,6ix9ine,,1618129,2018-01-26
13539,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,,1617747,2018-01-26
13540,From Now On,Hugh Jackman,,1605702,2018-01-26
13541,Pills & Automobiles ,Chris Brown,"Yo Gotti, A Boogie Wit Da Hoodie, Kodak Black",1585751,2018-01-26
13542,Mi Gente,J Balvin,,1580818,2018-01-26
13543,She Loves Control,Camila Cabello,,1575611,2018-01-26
13544,T-Shirt,Migos,,1569951,2018-01-26
13545,When It Rains It Pours,Luke Combs,,1568450,2018-01-26
13546,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,,1553069,2018-01-26
13547,wokeuplikethis*,Playboi Carti,,1552067,2018-01-26
13548,Portland,Drake,,1550313,2018-01-26
13549,Look What You Made Me Do,Taylor Swift,,1531604,2018-01-26
13550,One Dance,Drake,,1510451,2018-01-26
13551,Closer,The Chainsmokers,,1509558,2018-01-26
13552,Lust,Lil Skies,,1509211,2018-01-26
13553,Issues,Julia Michaels,,1509158,2018-01-26
13554,Greatest Love Story,LANCO,,1505270,2018-01-26
13555,Unforgettable,Thomas Rhett,,1504272,2018-01-26
13556,La Modelo,Lean Trap,,1503662,2018-01-26
13557,PRBLMS,6LACK,,1503235,2018-01-26
13558,Don't,Bryson Tiller,,1501241,2018-01-26
13559,Sucker for You,Matt Terry,,1495439,2018-01-26
13560,Exchange,Bryson Tiller,,1491425,2018-01-26
13561,Heaven,Kane Brown,,1482561,2018-01-26
13562,Die For You,The Weeknd,,1479123,2018-01-26
13563,Poles 1469,Trippie Redd,,1477632,2018-01-26
13564,In Case You Didn't Know,Brett Young,,1464944,2018-01-26
13565,20 Min,Lil Uzi Vert,,1463965,2018-01-26
13566,Something Just Like This,The Chainsmokers,,1461530,2018-01-26
13567,Yours,Russell Dickerson,,1449201,2018-01-26
13568,Icon,Jaden,,1444234,2018-01-26
13569,Tightrope,Michelle Williams,,1432771,2018-01-26
13570,Look At Me!,XXXTENTACION,,1431869,2018-01-26
13571,...Ready For It?,Taylor Swift,,1431194,2018-01-26
13572,Caroline,Aminé,,1427052,2018-01-26
13573,So Far Away ,Martin Garrix,"Jamie Scott, Romy Dya",1420824,2018-01-26
13574,The Way Life Goes ,Lil Uzi Vert,"Nicki Minaj, Oh Wonder",1419304,2018-01-26
13575,'Till I Collapse,Eminem,,1407116,2018-01-26
13576,Starboy,The Weeknd,,1405718,2018-01-26
13577,Heartache On The Dance Floor,Jon Pardi,,1399255,2018-01-26
13578,Myself,NAV,,1398228,2018-01-26
13579,X ,21 Savage,Future,1397926,2018-01-26
13580,Broccoli ,DRAM,Lil Yachty,1390303,2018-01-26
13581,Lemon - Edit,N.E.R.D,,1388336,2018-01-26
13582,Slow Hands,Niall Horan,,1388045,2018-01-26
13583,Lemon,N.E.R.D,,1383019,2018-01-26
13584,EL BAÑO,Enrique Iglesias,,1381936,2018-01-26
13585,Criminal,Natti Natasha,,1375521,2018-01-26
13586,Se Preparó,Ozuna,,1374344,2018-01-26
13587,Praying,Kesha,,1373727,2018-01-26
13588,No Option,Post Malone,,1369940,2018-01-26
13589,Money Longer,Lil Uzi Vert,,1369576,2018-01-26
13590,Saved,Khalid,,1356140,2018-01-26
13591,Wild Thoughts ,DJ Khaled,"Rihanna, Bryson Tiller",1354596,2018-01-26
13592,There's Nothing Holdin' Me Back,Shawn Mendes,,1351812,2018-01-26
13593,All on Me,Devin Dawson,,1347532,2018-01-26
13594,Best Part ,H.E.R.,Daniel Caesar,1333092,2018-01-26
13595,Corazón,Maluma,,1329680,2018-01-26
13596,pick up the phone,Young Thug,,1328365,2018-01-26
13597,Church,Fall Out Boy,,1325542,2018-01-26
13598,beibs in the trap,Travis Scott,,1323642,2018-01-26
13599,God's Plan,Drake,,17014844,2018-03-23
13600,SAD!,XXXTENTACION,,15024019,2018-03-23
13601,Psycho ,Post Malone,Ty Dolla $ign,12907722,2018-03-23
13602,Look Alive ,BlocBoy JB,Drake,11870280,2018-03-23
13603,Moonlight,XXXTENTACION,,9077788,2018-03-23
13604,All The Stars ,"Kendrick Lamar, SZA, SZA",,7598243,2018-03-23
13605,Stir Fry,Migos,,7143192,2018-03-23
13606,Mine,Bazzi,,7075927,2018-03-23
13607,Plug Walk,Rich The Kid,,6702131,2018-03-23
13608,The Middle,Zedd,,6653386,2018-03-23
13609,Love Lies ,"Khalid, Normani, Normani",,6491842,2018-03-23
13610,King's Dead ,"Jay Rock, Kendrick Lamar, Future, James Blake, Kendrick Lamar, Future, James Blake",,6405493,2018-03-23
13611,changes,XXXTENTACION,,6259366,2018-03-23
13612,Ric Flair Drip (& Metro Boomin),Offset,,6222936,2018-03-23
13613,Freaky Friday ,Lil Dicky,Chris Brown,6113999,2018-03-23
13614,Everyday,Logic,,5867587,2018-03-23
13615,rockstar,Post Malone,,5731605,2018-03-23
13616,the remedy for a broken heart (why am I so in love),XXXTENTACION,,5487284,2018-03-23
13617,Pray For Me ,"The Weeknd, Kendrick Lamar, Kendrick Lamar",,5462483,2018-03-23
13618,I Fall Apart,Post Malone,,5384219,2018-03-23
13619,44 More,Logic,,5325589,2018-03-23
13620,going down!,XXXTENTACION,,5174741,2018-03-23
13621,NUMB,XXXTENTACION,,5031409,2018-03-23
13622,Meant to Be ,Bebe Rexha,Florida Georgia Line,5028732,2018-03-23
13623,FRIENDS,Marshmello,,4653300,2018-03-23
13624,Powerglide ,Rae Sremmurd,Juicy J,4610341,2018-03-23
13625,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Carlos Andrez",XXXTENTACION,,4415382,2018-03-23
13626,Never Be the Same,Camila Cabello,,4408426,2018-03-23
13627,infinity (888) - feat. Joey Bada$$,XXXTENTACION,,4384144,2018-03-23
13628,Hope,XXXTENTACION,,4312343,2018-03-23
13629,Narcos,Migos,,4151991,2018-03-23
13630,PICK IT UP ,Famous Dex,A$AP Rocky,3948561,2018-03-23
13631,$$$ - with Matt Ox,XXXTENTACION,,3917728,2018-03-23
13632,Finesse - Remix; feat. Cardi B,Bruno Mars,,3819941,2018-03-23
13633,XO TOUR Llif3,Lil Uzi Vert,,3808791,2018-03-23
13634,Walk It Talk It,Migos,,3767618,2018-03-23
13635,IDGAF,Dua Lipa,,3732975,2018-03-23
13636,Bounce Out With That,YBN Nahmir,,3674491,2018-03-23
13637,Nowadays ,Lil Skies,Landon Cube,3672404,2018-03-23
13638,Betrayed,Lil Xan,,3628851,2018-03-23
13639,Contra,Logic,,3599281,2018-03-23
13640,"ALONE, PART 3",XXXTENTACION,,3556985,2018-03-23
13641,66,Lil Yachty,,3547330,2018-03-23
13642,Red Roses ,Lil Skies,Landon Cube,3408115,2018-03-23
13643,Havana ,Camila Cabello,Young Thug,3390549,2018-03-23
13644,Congratulations,Post Malone,,3348139,2018-03-23
13645,Candy Paint,Post Malone,,3319573,2018-03-23
13646,Wait,Maroon 5,,3246557,2018-03-23
13647,Jocelyn Flores,XXXTENTACION,,3192347,2018-03-23
13648,These Days ,Rudimental,"Jess Glynne, Macklemore, Dan Caplen",3169935,2018-03-23
13649,HUMBLE.,Kendrick Lamar,,3144647,2018-03-23
13650,New Freezer ,Rich The Kid,Kendrick Lamar,3123173,2018-03-23
13651,Bank Account,21 Savage,,3111357,2018-03-23
13652,Sky Walker ,Miguel,Travis Scott,3110113,2018-03-23
13653,Floor 555,XXXTENTACION,,3100508,2018-03-23
13654,LOVE. FEAT. ZACARI.,Kendrick Lamar,,3038195,2018-03-23
13655,Midnight,Logic,,2992414,2018-03-23
13656,SMASH! - feat. PnB Rock,XXXTENTACION,,2962666,2018-03-23
13657,Everybody Hates Me,The Chainsmokers,,2941318,2018-03-23
13658,Young Dumb & Broke,Khalid,,2931709,2018-03-23
13659,Let You Down,NF,,2910534,2018-03-23
13660,Delicate,Taylor Swift,,2901327,2018-03-23
13661,before I close my eyes,XXXTENTACION,,2899560,2018-03-23
13662,Fuck Love ,XXXTENTACION,Trippie Redd,2893449,2018-03-23
13663,Plain Jane,A$AP Ferg,,2888062,2018-03-23
13664,No Limit,G-Eazy,,2886852,2018-03-23
13665,X,Nicky Jam,,2810756,2018-03-23
13666,MotorSport,Migos,,2771217,2018-03-23
13667,Overnight,Logic,,2737055,2018-03-23
13668,Roll In Peace ,Kodak Black,XXXTENTACION,2697013,2018-03-23
13669,Like I Do,David Guetta,,2689897,2018-03-23
13670,Heaven,Julia Michaels,,2660190,2018-03-23
13671,Location,Khalid,,2655843,2018-03-23
13672,Pain = BESTFRIEND - feat. Travis Barker,XXXTENTACION,,2645678,2018-03-23
13673,Marry Me,Thomas Rhett,,2637641,2018-03-23
13674,X ,"ScHoolboy Q, 2 Chainz, Saudi, 2 Chainz, Saudi",,2632546,2018-03-23
13675,Perfect,Ed Sheeran,,2632525,2018-03-23
13676,Bartier Cardi ,Cardi B,21 Savage,2615447,2018-03-23
13677,1-800-273-8255,Logic,,2601218,2018-03-23
13678,Codeine Dreaming ,Kodak Black,Lil Wayne,2570563,2018-03-23
13679,Remind Me to Forget,Kygo,,2564403,2018-03-23
13680,New Rules,Dua Lipa,,2561715,2018-03-23
13681,love yourself (interlude),XXXTENTACION,,2508095,2018-03-23
13682,Indica Badu,Logic,,2506656,2018-03-23
13683,goosebumps,Travis Scott,,2501438,2018-03-23
13684,Beautiful,Bazzi,,2491454,2018-03-23
13685,Say Something,Justin Timberlake,,2476115,2018-03-23
13686,Let Me Go ,"Hailee Steinfeld, Alesso, Florida Georgia Line, watt, Alesso, Florida Georgia Line, watt",,2441126,2018-03-23
13687,I Get The Bag ,Gucci Mane,Migos,2437896,2018-03-23
13688,BUTTERFLY EFFECT,Travis Scott,,2434032,2018-03-23
13689,Paramedic!,SOB X RBE,,2348866,2018-03-23
13690,JAPAN,Famous Dex,,2333941,2018-03-23
13691,Thunder,Imagine Dragons,,2330055,2018-03-23
13692,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,,2324386,2018-03-23
13693,Wizard Of Oz,Logic,,2299674,2018-03-23
13694,Unforgettable,French Montana,,2243854,2018-03-23
13695,Wassup,Logic,,2239296,2018-03-23
13696,Yuck,Logic,,2237744,2018-03-23
13697,Everybody Dies In Their Nightmares,XXXTENTACION,,2226562,2018-03-23
13698,Mad Love,Sean Paul,,2189747,2018-03-23
13699,Outside Today,YoungBoy Never Broke Again,,2183642,2018-03-23
13700,Bodak Yellow,Cardi B,,2176853,2018-03-23
13701,Him & I ,"G-Eazy, Halsey, Halsey",,2171832,2018-03-23
13702,schizophrenia,XXXTENTACION,,2161024,2018-03-23
13703,Wolves,Selena Gomez,,2145644,2018-03-23
13704,The Way Life Goes ,Lil Uzi Vert,Oh Wonder,2120928,2018-03-23
13705,Silence,Marshmello,,2112944,2018-03-23
13706,Heaven,Kane Brown,,2075886,2018-03-23
13707,BoomTrap Protocol,Logic,,2068834,2018-03-23
13708,Sorry Not Sorry,Demi Lovato,,2062270,2018-03-23
13709,Warm It Up,Logic,,2051635,2018-03-23
13710,Drowning ,A Boogie Wit da Hoodie,Kodak Black,2045933,2018-03-23
13711,The Ways ,"Khalid, Swae Lee, Swae Lee",,2041569,2018-03-23
13712,Wanted You ,NAV,Lil Uzi Vert,2020297,2018-03-23
13713,BILLY,6ix9ine,,2004143,2018-03-23
13714,Tequila,Dan + Shay,,1999588,2018-03-23
13715,Go Flex,Post Malone,,1969292,2018-03-23
13716,Sauce It Up,Lil Uzi Vert,,1964193,2018-03-23
13717,Top Off ,DJ Khaled,"JAY Z, Future, Beyoncé",1963850,2018-03-23
13718,Rubbin Off The Paint,YBN Nahmir,,1960361,2018-03-23
13719,Too Good At Goodbyes,Sam Smith,,1956297,2018-03-23
13720,Believer,Imagine Dragons,,1944666,2018-03-23
13721,Capital Letters,Hailee Steinfeld,,1930640,2018-03-23
13722,Amorfoda,Bad Bunny,,1917894,2018-03-23
13723,123 ,"Smokepurpp, Murda Beatz, Murda Beatz",,1910174,2018-03-23
13724,Dura,Daddy Yankee,,1903669,2018-03-23
13725,Shape of You,Ed Sheeran,,1897227,2018-03-23
13726,Redbone,Childish Gambino,,1876127,2018-03-23
13727,Gucci Gang,Lil Pump,,1874062,2018-03-23
13728,DNA.,Kendrick Lamar,,1854132,2018-03-23
13729,State Of Emergency,Logic,,1833676,2018-03-23
13730,NBAYOUNGBOAT,Lil Yachty,,1824092,2018-03-23
13731,Love Galore ,SZA,Travis Scott,1799300,2018-03-23
13732,Sick Boy,The Chainsmokers,,1790482,2018-03-23
13733,River ,Eminem,Ed Sheeran,1789292,2018-03-23
13734,Bad At Love,Halsey,,1787884,2018-03-23
13735,GUMMO,6ix9ine,,1782678,2018-03-23
13736,Lemon - Drake Remix,N.E.R.D,,1771128,2018-03-23
13737,White Iverson,Post Malone,,1754360,2018-03-23
13738,You Make It Easy,Jason Aldean,,1752510,2018-03-23
13739,She Loves Control,Camila Cabello,,1752469,2018-03-23
13740,Slippery ,Migos,Gucci Mane,1751735,2018-03-23
13741,KEKE,6ix9ine,,1750337,2018-03-23
13742,she ready,Lil Yachty,,1737987,2018-03-23
13743,Big Shot ,"Kendrick Lamar, Travis Scott, Travis Scott",,1731104,2018-03-23
13744,Breathe,Jax Jones,,1725140,2018-03-23
13745,Losin Control,Russ,,1720480,2018-03-23
13746,Notice Me,Migos,,1714386,2018-03-23
13747,Body Like A Back Road,Sam Hunt,,1711038,2018-03-23
13748,Passionfruit,Drake,,1666352,2018-03-23
13749,Feel It Still,Portugal. The Man,,1664337,2018-03-23
13750,1950,King Princess,,1663386,2018-03-23
13751,Say You Won't Let Go,James Arthur,,1652874,2018-03-23
13752,I Like Me Better,Lauv,,1650681,2018-03-23
13753,Done For Me ,Charlie Puth,Kehlani,1646396,2018-03-23
13754,Take Back Home Girl (Feat. Tori Kelly),Chris Lane,,1634508,2018-03-23
13755,Yours,Russell Dickerson,,1625204,2018-03-23
13756,Nevermind,Dennis Lloyd,,1615066,2018-03-23
13757,iSpy ,KYLE,Lil Yachty,1594367,2018-03-23
13758,No Role Modelz,J. Cole,,1592959,2018-03-23
13759,Sober Up,AJR,,1581969,2018-03-23
13760,Tell Me You Love Me,Demi Lovato,,1580480,2018-03-23
13761,Unforgettable,Thomas Rhett,,1565326,2018-03-23
13762,Mask Off,Future,,1563947,2018-03-23
13763,It's A Vibe,2 Chainz,,1557507,2018-03-23
13764,Introduction (instructions),XXXTENTACION,,1551082,2018-03-23
13765,One Dance,Drake,,1533793,2018-03-23
13766,Want You Back,5 Seconds of Summer,,1525284,2018-03-23
13767,Magnolia,Playboi Carti,,1519594,2018-03-23
13768,Getting Over You,Lauv,,1513421,2018-03-23
13769,Rewrite The Stars,Zac Efron,,1509002,2018-03-23
13770,Rake It Up,Yo Gotti,,1506921,2018-03-23
13771,Freshman List,NAV,,1499691,2018-03-23
13772,What Ifs,Kane Brown,,1495790,2018-03-23
13773,What Lovers Do ,Maroon 5,SZA,1493785,2018-03-23
13774,This Is Me,Keala Settle,,1489713,2018-03-23
13775,Relationship ,Young Thug,Future,1473271,2018-03-23
13776,Do I Make You Wanna,Billy Currington,,1453603,2018-03-23
13777,Lust,Lil Skies,,1449398,2018-03-23
13778,Bounce Back,Big Sean,,1445872,2018-03-23
13779,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,,1438750,2018-03-23
13780,Crew ,GoldLink,"Brent Faiyaz, Shy Glizzy",1430083,2018-03-23
13781,That's What I Like,Bruno Mars,,1429453,2018-03-23
13782,Love Scars,Trippie Redd,,1411272,2018-03-23
13783,Written in the Sand,Old Dominion,,1408833,2018-03-23
13784,All on Me,Devin Dawson,,1408065,2018-03-23
13785,Look At Me!,XXXTENTACION,,1404819,2018-03-23
13786,Best Part ,H.E.R.,Daniel Caesar,1402859,2018-03-23
13787,The Race,Tay-K,,1400912,2018-03-23
13788,Miss You ,"Cashmere Cat, Major Lazer, Tory Lanez, Major Lazer, Tory Lanez",,1398967,2018-03-23
13789,Losing Sleep,Chris Young,,1398361,2018-03-23
13790,Solitaire ,Gucci Mane,"Migos, Lil Yachty",1395924,2018-03-23
13791,The Weekend,SZA,,1391874,2018-03-23
13792,Ghostface Killers,21 Savage,,1389308,2018-03-23
13793,do re mi,blackbear,,1388053,2018-03-23
13794,Singles You Up,Jordan Davis,,1387876,2018-03-23
13795,Issues,Julia Michaels,,1384936,2018-03-23
13796,Closer,The Chainsmokers,,1378977,2018-03-23
13797,Attention,Charlie Puth,,1375771,2018-03-23
13798,Personal,HRVY,,1374505,2018-03-23
13799,Homicide,Logic,,13489911,2019-05-10
13800,Old Town Road ,Lil Nas X,Billy Ray Cyrus,11100517,2019-05-10
13801,bad guy,Billie Eilish,,9700320,2019-05-10
13802,If I Can't Have You,Shawn Mendes,,9366781,2019-05-10
13803,ME! ,Taylor Swift,Brendon Urie of Panic! At The Disco,8288423,2019-05-10
13804,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,,7740415,2019-05-10
13805,Talk,Khalid,,6858167,2019-05-10
13806,Truth Hurts,Lizzo,,6747228,2019-05-10
13807,Old Town Road,Lil Nas X,,6743803,2019-05-10
13808,MIDDLE CHILD,J. Cole,,6708844,2019-05-10
13809,Sanguine Paradise,Lil Uzi Vert,,6468541,2019-05-10
13810,Swervin ,A Boogie Wit da Hoodie,6ix9ine,5939256,2019-05-10
13811,Wow.,Post Malone,,5673871,2019-05-10
13812,7 rings,Ariana Grande,,5318604,2019-05-10
13813,Going Bad ,Meek Mill,Drake,5186354,2019-05-10
13814,Sucker,Jonas Brothers,,5170585,2019-05-10
13815,Murder On My Mind,YNW Melly,,5106310,2019-05-10
13816,Suge,DaBaby,,4938002,2019-05-10
13817,Pop Out ,Polo G,Lil Tjay,4895448,2019-05-10
13818,Pure Water ,"Mustard, Migos, Migos",,4758731,2019-05-10
13819,Paradise,Bazzi,,4569285,2019-05-10
13820,Envy Me,Calboy,,4508028,2019-05-10
13821,bury a friend,Billie Eilish,,4488461,2019-05-10
13822,Robbery,Juice WRLD,,4472602,2019-05-10
13823,when the party's over,Billie Eilish,,4441982,2019-05-10
13824,Boy With Luv ,BTS,Halsey,4357758,2019-05-10
13825,SOS,Avicii,,4299150,2019-05-10
13826,wish you were gay,Billie Eilish,,4043732,2019-05-10
13827,Drip Too Hard (Lil Baby & Gunna),Lil Baby,,4004301,2019-05-10
13828,Better,Khalid,,3987253,2019-05-10
13829,Mixed Personalities ,YNW Melly,Kanye West,3947545,2019-05-10
13830,Without Me,Halsey,,3868704,2019-05-10
13831,"break up with your girlfriend, i'm bored",Ariana Grande,,3796996,2019-05-10
13832,a lot,21 Savage,,3778188,2019-05-10
13833,lovely,Billie Eilish,,3684347,2019-05-10
13834,Faucet Failure,Ski Mask The Slump God,,3661345,2019-05-10
13835,SICKO MODE,Travis Scott,,3600797,2019-05-10
13836,Eastside ,"benny blanco, Halsey, Khalid, Halsey, Khalid",,3514333,2019-05-10
13837,Happier,Marshmello,,3482776,2019-05-10
13838,Lucid Dreams,Juice WRLD,,3462087,2019-05-10
13839,That's A Rack,Lil Uzi Vert,,3395336,2019-05-10
13840,i,Lil Skies,,3365507,2019-05-10
13841,Look Back At It,A Boogie Wit da Hoodie,,3354027,2019-05-10
13842,"thank u, next",Ariana Grande,,3289220,2019-05-10
13843,Outta My Head ,"Khalid, John Mayer, John Mayer",,3173114,2019-05-10
13844,Here With Me,Marshmello,,3154493,2019-05-10
13845,Better Now,Post Malone,,3062765,2019-05-10
13846,Clout ,Offset,Cardi B,3044443,2019-05-10
13847,Dancing With A Stranger ,"Sam Smith, Normani, Normani",,3005388,2019-05-10
13848,Floating ,ScHoolboy Q,21 Savage,2973112,2019-05-10
13849,you should see me in a crown,Billie Eilish,,2934208,2019-05-10
13850,my strange addiction,Billie Eilish,,2913652,2019-05-10
13851,MIDDLE CHILD,PnB Rock,,2884945,2019-05-10
13852,3 Nights,Dominic Fike,,2857029,2019-05-10
13853,Earth,Lil Dicky,,2846188,2019-05-10
13854,Go Loko,YG,,2815140,2019-05-10
13855,Saturday Nights,Khalid,,2811534,2019-05-10
13856,SAD!,XXXTENTACION,,2805309,2019-05-10
13857,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,,2763998,2019-05-10
13858,Shallow,Lady Gaga,,2745283,2019-05-10
13859,Shotta Flow,NLE Choppa,,2742999,2019-05-10
13860,Thotiana,Blueface,,2727820,2019-05-10
13861,all the good girls go to hell,Billie Eilish,,2704860,2019-05-10
13862,i'm so tired...,Lauv,,2700535,2019-05-10
13863,Mo Bamba,Sheck Wes,,2658901,2019-05-10
13864,xanny,Billie Eilish,,2655191,2019-05-10
13865,"Hey Look Ma, I Made It",Panic! At The Disco,,2640841,2019-05-10
13866,High Hopes,Panic! At The Disco,,2635595,2019-05-10
13867,ZEZE ,Kodak Black,"Travis Scott, Offset",2619584,2019-05-10
13868,Beautiful Crazy,Luke Combs,,2575402,2019-05-10
13869,Juice,Lizzo,,2561108,2019-05-10
13870,rockstar ,Post Malone,21 Savage,2504778,2019-05-10
13871,Summer Days ,Martin Garrix,"Macklemore, Patrick Stump of Fall Out Boy",2503668,2019-05-10
13872,Act Up,City Girls,,2494899,2019-05-10
13873,Moonlight,XXXTENTACION,,2487720,2019-05-10
13874,Let Me Down Slowly,Alec Benjamin,,2465403,2019-05-10
13875,Sweet but Psycho,Ava Max,,2448278,2019-05-10
13876,Leave Me Alone,Flipp Dinero,,2442677,2019-05-10
13877,Armed And Dangerous,Juice WRLD,,2423384,2019-05-10
13878,Who Do You Love,The Chainsmokers,,2418883,2019-05-10
13879,Power is Power ,SZA,"The Weeknd, Travis Scott",2406779,2019-05-10
13880,Wake Up in the Sky,Gucci Mane,,2396843,2019-05-10
13881,Worth It,YK Osiris,,2367943,2019-05-10
13882,i love you,Billie Eilish,,2312079,2019-05-10
13883,Don't Call Me Up,Mabel,,2308429,2019-05-10
13884,Jocelyn Flores,XXXTENTACION,,2305674,2019-05-10
13885,Be Alright,Dean Lewis,,2288273,2019-05-10
13886,Racks In The Middle ,Nipsey Hussle,Roddy Ricch and Hit-Boy,2260950,2019-05-10
13887,I Like Girls ,PnB Rock,Lil Skies,2248273,2019-05-10
13888,Taste ,Tyga,Offset,2219990,2019-05-10
13889,I Fall Apart,Post Malone,,2202418,2019-05-10
13890,Hey Julie! ,KYLE,Lil Yachty,2190783,2019-05-10
13891,Psycho ,Post Malone,Ty Dolla $ign,2185469,2019-05-10
13892,Out Of Love,Alessia Cara,,2167807,2019-05-10
13893,Kill This Love,BLACKPINK,,2160680,2019-05-10
13894,I Don't Belong In This Club,Why Don't We,,2160122,2019-05-10
13895,Light It Up ,"Marshmello, Tyga, Chris Brown, Tyga, Chris Brown",,2151220,2019-05-10
13896,Yes Indeed,Lil Baby,,2149964,2019-05-10
13897,SLOW DANCING IN THE DARK,Joji,,2142130,2019-05-10
13898,My Bad,Khalid,,2141939,2019-05-10
13899,I Like It,Cardi B,,2140214,2019-05-10
13900,ocean eyes,Billie Eilish,,2126672,2019-05-10
13901,Please Me,Cardi B,,2124429,2019-05-10
13902,Walk Me Home,P!nk,,2120730,2019-05-10
13903,Nonstop,Drake,,2110765,2019-05-10
13904,Freaky,Tory Lanez,,2106852,2019-05-10
13905,MIA ,Bad Bunny,Drake,2080637,2019-05-10
